partID,Type,ItemOrd,Std,FluItem,Flex56,FlexCode,Stop,FlexCount,FlexItem,FlexSum,ShiftCount,ShiftItem,ShiftSum,CaseOrder,RespSec,ReadSec,RespOrd
84709790,2,3,metal,10,material,321,0,1,5,12,1,6,21,296,15.555,4.402,5
84709790,2,3,granite,10,material,321,0,0,5,12,0,6,21,296,20.181,4.402,6
84709790,2,3,diamond,10,material,321,0,1,5,12,1,6,21,296,22.209,4.402,7
84709790,2,3,odor,10,sensory,328,0,1,5,12,1,6,21,296,28.812,4.402,8
84709790,2,3,nail,10,hold,329,0,0,5,12,1,6,21,296,38.582,4.402,9
84709790,2,3,adhesive,10,hold,329,0,0,5,12,0,6,21,296,52.784,4.402,10
84717247,1,1,earring,10,crafts,116,1,0,5,1,0,6,1,297,56.429,14.985,1
84717247,1,3,clean,10,clean,312,0,1,5,1,1,6,1,297,26.154,4.713,1
84758741,3,1,arrow,10,symbol,135,1,1,5,14,1,6,18,298,6.834,8.768,1
84758741,3,1,half of X,10,symbol,135,0,0,5,14,0,6,18,298,13.778,8.768,2
84758741,3,1,road,1,perspective,133,0,1,1,14,1,1,18,298,19.01,8.768,3
84758741,3,1,part triangle,1,shape,140,0,1,1,14,1,1,18,298,38.778,8.768,4
84758741,3,1,book,6,hinged,132,0,1,5,14,1,5,18,298,53.223,8.768,5
84758741,3,1,dotted lines,6,impression,137,0,0,5,14,0,5,18,298,66.538,8.768,6
84758741,3,2,toy,6,shape,234,0,1,5,14,1,5,18,298,12.663,6.8,1
84758741,3,2,rotary phone,6,holes,231,1,1,5,14,1,5,18,298,21.935,6.8,2
84758741,3,2,disc,6,shape,234,0,1,5,14,1,5,18,298,33.975,6.8,3
84758741,3,2,spaceship,6,celestial,236,0,1,5,14,1,5,18,298,40.751,6.8,4
84758741,3,2,cookie,8,above,232,0,1,4,14,1,6,18,298,43.895,6.8,5
84758741,3,2,pancake,8,above,232,0,1,4,14,1,6,18,298,49.535,6.8,6
84758741,3,2,seating arrangement,8,above,232,0,0,4,14,1,6,18,298,63.215,6.8,7
84758741,3,2,holes in paper,8,holes,231,0,1,4,14,1,6,18,298,75.544,6.8,8
84758741,3,3,ladder,8,structural,336,0,1,4,14,1,6,18,298,2.969,5.659,1
84758741,3,3,grate,8,above,331,0,0,4,14,0,6,18,298,6.977,5.659,2
84758741,3,3,window,8,structural,332,1,0,4,14,0,6,18,298,10.305,5.659,3
84758741,3,3,road lines,8,above,331,0,0,4,14,1,6,18,298,15.45,5.659,4
84758741,3,3,train tracks,8,above,332,0,1,4,14,1,7,18,298,18.809,5.659,5
84758741,3,3,hair clips,8,objects,332,0,1,4,14,1,7,18,298,26.809,5.659,6
84758741,3,3,noodles,8,food,337,0,0,4,14,1,7,18,298,46.921,5.659,7
84758741,3,3,vent,8,structural,335,0,0,4,14,1,7,18,298,62.025,5.659,8
84795565,2,1,floppy disk,8,technology,124,0,0,4,17,0,7,28,299,19.87,30.104,1
84795565,2,1,box,8,container,122,0,1,4,17,1,7,28,299,27.471,30.104,2
84795565,2,1,card,8,flat,121,0,1,4,17,1,7,28,299,34.405,30.104,3
84795565,2,1,window,8,structural,123,0,0,4,17,1,7,28,299,68.657,30.104,4
84795565,2,1,mirror,11,flat,121,0,1,5,17,1,8,28,299,77.558,30.104,5
84795565,2,1,dice,11,game,126,0,1,5,17,1,8,28,299,87.558,30.104,6
84795565,2,1,board game,11,game,126,0,1,5,17,1,8,28,299,94.976,30.104,7
84795565,2,1,tv,11,technology,124,0,1,5,17,1,8,28,299,105.377,30.104,8
84795565,2,1,book,11,flat,121,0,0,5,17,1,8,28,299,118.161,30.104,9
84795565,2,1,envelope,11,flat,121,0,1,5,17,1,8,28,299,139.213,30.104,10
84795565,2,1,stamp,11,flat,121,1,0,5,17,0,8,28,299,145.214,30.104,11
84795565,2,2,wheelchair,11,human,222,1,0,5,17,1,8,28,299,8.326,14,1
84795565,2,2,car,11,vehicle,221,0,0,5,17,1,8,28,299,10.892,14,2
84795565,2,2,truck,11,vehicle,221,0,0,5,17,0,8,28,299,13.325,14,3
84795565,2,2,van,11,vehicle,221,0,0,5,17,0,8,28,299,16.76,14,4
84795565,2,2,bus,17,transit,223,0,1,5,17,1,11,28,299,18.876,14,5
84795565,2,2,bicycle,17,human,222,0,1,5,17,1,11,28,299,29.21,14,6
84795565,2,2,motorcycle,17,vehicle,221,0,0,5,17,0,11,28,299,40.711,14,7
84795565,2,2,lawn mower,17,push/pull,224,0,0,5,17,0,11,28,299,53.196,14,8
84795565,2,2,tractor,17,vehicle,221,0,1,5,17,1,11,28,299,59.263,14,9
84795565,2,2,tiller,17,push/pull,224,0,0,5,17,1,11,28,299,63.93,14,10
84795565,2,2,vacuum cleaner,17,push/pull,224,0,0,5,17,1,11,28,299,72.981,14,11
84795565,2,2,chair,17,mobile,225,0,1,5,17,1,11,28,299,86.333,14,12
84795565,2,2,television,17,mobile,225,0,0,5,17,1,11,28,299,96.368,14,13
84795565,2,2,cart,17,push/pull,224,0,0,5,17,1,11,28,299,106.784,14,14
84795565,2,2,wagon,17,push/pull,224,0,0,5,17,0,11,28,299,109.551,14,15
84795565,2,2,shopping cart,17,push/pull,224,0,1,5,17,1,11,28,299,119.418,14,16
84795565,2,2,ladder,17,mobile,225,0,0,5,17,0,11,28,299,134.403,14,17
84795565,2,3,men,17,person,322,0,0,5,17,1,11,28,299,5.444,7.09,1
84795565,2,3,muscle,17,move,327,1,0,5,17,0,11,28,299,9.861,7.09,2
84795565,2,3,love,17,sentiment,325,0,0,5,17,0,11,28,299,17.378,7.09,3
84795565,2,3,smell,17,sensory,328,0,0,5,17,1,11,28,299,25.162,7.09,4
84795565,2,3,feelings,12,sentiment,325,0,1,5,17,1,7,28,299,34.496,7.09,5
84795565,2,3,will power,12,sentiment,325,0,1,5,17,1,7,28,299,40.798,7.09,6
84795565,2,3,army,12,sentiment,325,0,1,5,17,1,7,28,299,59.549,7.09,7
84795565,2,3,battleship,12,structural,324,0,1,5,17,1,7,28,299,75.383,7.09,8
84795565,2,3,armored car,12,structural,324,0,0,5,17,1,7,28,299,82.918,7.09,9
84795565,2,3,bank vault,12,structural,324,0,0,5,17,0,7,28,299,91.068,7.09,10
84795565,2,3,hatred,12,sentiment,325,0,0,5,17,0,7,28,299,98.386,7.09,11
84795565,2,3,evil,12,sentiment,325,0,1,5,17,1,7,28,299,103.936,7.09,12
85043277,1,1,hold paper together,12,bind,111,0,0,5,1,0,7,2,300,86.807,4.63,1
85043277,1,1,fold paper,12,bind,111,1,0,5,1,0,7,2,300,,4.63,2
85043277,1,2,reading the news,12,read,211,1,0,5,1,1,7,2,300,30.088,1.549,1
85043277,1,2,table rack,12,cover,213,0,0,5,1,0,7,2,300,,1.549,2
85043277,1,3,clean teeth,2,dental healt,311,0,1,1,1,1,1,2,300,12.493,1.509,1
85140116,1,1,money clip,2,bind,111,0,0,1,8,0,1,8,301,88.604,47.227,1
85140116,1,1,ornament hook,2,hang,112,0,1,2,8,1,2,8,301,110.287,47.227,2
85140116,1,1,lock picker,2,tool,113,0,1,2,8,1,2,8,301,136.984,47.227,3
85140116,1,1,clean in tight spaces,1,tool,113,0,1,1,8,1,1,8,301,148.633,47.227,4
85140116,1,1,nail cleaner,5,tool,113,1,1,3,8,1,3,8,301,158.146,47.227,5
85140116,1,2,bird cage lining,5,cover,213,1,1,3,8,1,3,8,301,22.523,14.85,1
85140116,1,2,fly swatter,5,tool,216,0,1,3,8,1,3,8,301,34.734,14.85,2
85140116,1,2,hand fan,5,tool,216,0,0,3,8,0,3,8,301,43.948,14.85,3
85140116,1,3,clean crevice,5,clean,312,0,0,3,8,0,3,8,301,22.533,4.856,1
85140116,1,3,clean shoes,3,clean,312,1,1,2,8,1,2,8,301,69.755,4.856,2
85140116,1,3,backscratcher,3,tool,316,0,1,2,8,1,2,8,301,88.08,4.856,3
85207782,2,1,window,3,structural,123,0,0,2,11,0,2,12,302,19.044,9.136,1
85207782,2,1,tv,3,technology,124,0,1,2,11,1,2,12,302,25.517,9.136,2
85207782,2,1,box,3,container,122,0,0,2,11,0,2,12,302,32.994,9.136,3
85207782,2,1,brick,3,shape,125,0,1,2,11,1,2,12,302,36.066,9.136,4
85207782,2,1,charcoal briquet,10,shape,125,0,1,5,11,1,6,12,302,46.004,9.136,5
85207782,2,1,tablet,10,technology,124,0,1,5,11,1,6,12,302,60.426,9.136,6
85207782,2,1,score board,10,flat,121,0,1,5,11,1,6,12,302,79.01,9.136,7
85207782,2,1,Post-It,10,flat,121,0,1,5,11,1,6,12,302,100.136,9.136,8
85207782,2,1,notepad,10,flat,121,0,0,5,11,0,6,12,302,104.184,9.136,9
85207782,2,1,chalkboard,10,flat,121,1,0,5,11,1,6,12,302,111.472,9.136,10
85207782,2,2,car,10,vehicle,221,1,1,5,11,1,6,12,302,7.725,2.524,1
85207782,2,2,bus,10,transit,223,0,0,5,11,0,6,12,302,10.212,2.524,2
85207782,2,2,airplane,10,transit,223,0,0,5,11,0,6,12,302,16.9,2.524,3
85207782,2,2,train,10,transit,223,0,0,5,11,0,6,12,302,26.479,2.524,4
85207782,2,2,toy,5,mobile,225,0,1,3,11,1,3,12,302,34.518,2.524,5
85207782,2,3,wrestler,5,person,322,0,1,3,11,1,3,12,302,12.972,1.94,1
85207782,2,3,bourbon,5,sensory,328,1,0,3,11,0,3,12,302,20.603,1.94,2
85207782,2,3,cologne,5,sensory,328,0,0,3,11,0,3,12,302,23.443,1.94,3
85207782,2,3,brick wall,5,structural,324,0,1,3,11,1,3,12,302,30.618,1.94,4
85207782,2,3,attraction,5,sentiment,325,0,1,4,11,1,4,12,302,38.577,1.94,5
85299743,2,1,cube,5,shape,125,0,1,4,8,1,4,10,303,35.962,12.322,1
85299743,2,1,house,5,structural,123,0,0,4,8,0,4,10,303,58.172,12.322,2
85299743,2,1,wall,5,structural,123,0,1,4,8,1,4,10,303,63.239,12.322,3
85299743,2,1,mirror,5,flat,121,0,1,4,8,1,4,10,303,69.232,12.322,4
85299743,2,1,frame,5,structural,123,1,1,3,8,1,4,10,303,73.141,12.322,5
85299743,2,2,cycle,5,vehicle,221,1,1,3,8,1,4,10,303,11.13,4.389,1
85299743,2,2,bicycle,5,human,222,0,0,3,8,0,4,10,303,13.354,4.389,2
85299743,2,2,car,5,vehicle,221,0,1,3,8,1,4,10,303,15.783,4.389,3
85299743,2,2,bus,5,transit,223,0,0,3,8,1,4,10,303,18.264,4.389,4
85299743,2,2,lorry,5,vehicle,221,0,1,3,8,1,5,10,303,23.117,4.389,5
85299743,2,3,building,5,structural,324,0,1,3,8,1,5,10,303,6.258,2.892,1
85299743,2,3,bulldozer,5,move,327,1,0,3,8,1,5,10,303,18.291,2.892,2
85392192,2,1,box fan,5,shape,125,0,1,3,10,1,5,12,304,67.184,6.33,1
85392192,2,1,box,5,container,122,0,0,3,10,1,5,12,304,,6.33,2
85392192,2,1,table,2,structural,123,0,1,2,10,1,2,12,304,,6.33,3
85392192,2,1,chair,2,structural,123,0,1,2,10,1,2,12,304,,6.33,4
85392192,2,1,computer tower,5,technology,124,1,1,4,10,1,4,12,304,,6.33,5
85392192,2,2,car,5,vehicle,221,1,1,4,10,1,4,12,304,62.776,3.676,1
85392192,2,2,bicycle,5,human,222,0,1,4,10,1,4,12,304,,3.676,2
85392192,2,2,unicycle,5,human,222,0,0,4,10,0,4,12,304,,3.676,3
85392192,2,2,tricycle,5,human,222,0,1,4,10,1,4,12,304,,3.676,4
85392192,2,2,motorcycle,9,vehicle,221,0,1,3,10,1,5,12,304,,3.676,5
85392192,2,2,trailer,9,push/pull,224,0,1,3,10,1,5,12,304,,3.676,6
85392192,2,2,buggy,9,push/pull,224,0,0,3,10,0,5,12,304,,3.676,7
85392192,2,2,truck,9,vehicle,221,0,0,3,10,0,5,12,304,,3.676,8
85392192,2,2,van,9,vehicle,221,0,0,3,10,1,5,12,304,,3.676,9
85392192,2,3,father,9,person,322,0,1,3,10,1,5,12,304,6.845,1.377,1
85392192,2,3,metal,9,material,321,1,0,3,10,0,5,12,304,30.373,1.377,2
85491441,3,1,arrow,9,symbol,135,1,0,3,13,1,5,22,305,4.269,25.322,1
85491441,3,1,street,9,perspective,133,0,0,3,13,0,5,22,305,12.281,25.322,2
85491441,3,1,funnel,2,shape,140,0,1,2,13,1,2,22,305,16.415,25.322,3
85491441,3,1,movie clapperboard,2,hinged,132,0,1,2,13,1,2,22,305,48.523,25.322,4
85491441,3,1,windmill stand,9,shape,140,0,1,5,13,1,8,22,305,65.757,25.322,5
85491441,3,1,tunnel,9,perspective,133,0,1,5,13,1,8,22,305,80.669,25.322,6
85491441,3,1,bulldozer blade,9,shape,140,0,1,5,13,1,8,22,305,97.457,25.322,7
85491441,3,1,puppet,9,anthro,139,0,1,5,13,1,8,22,305,110.53,25.322,8
85491441,3,1,hangman,9,anthro,139,0,0,5,13,1,8,22,305,156.539,25.322,9
85491441,3,2,rotary phone,9,holes,231,0,0,5,13,1,8,22,305,5.604,14.366,1
85491441,3,2,birth control,9,shape,234,1,0,5,13,1,8,22,305,12.369,14.366,2
85491441,3,2,snowman,9,face,233,0,1,5,13,1,8,22,305,26.633,14.366,3
85491441,3,2,round domino,9,shape,234,0,0,5,13,0,8,22,305,36.532,14.366,4
85491441,3,2,gun barrel,11,holes,231,0,1,4,13,1,9,22,305,60.663,14.366,5
85491441,3,2,LED,11,shape,234,0,1,4,13,1,9,22,305,77.934,14.366,6
85491441,3,2,cabbage target practice,11,holes,231,0,1,4,13,1,9,22,305,116.281,14.366,7
85491441,3,2,carrot with worm holes,11,holes,231,0,0,4,13,1,9,22,305,129.095,14.366,8
85491441,3,2,tomato with blight,11,holes,231,0,0,4,13,1,9,22,305,154.059,14.366,9
85491441,3,2,tree trunk,11,above,232,0,0,4,13,1,9,22,305,173.876,14.366,10
85491441,3,2,drill bit,11,holes,231,0,0,4,13,1,9,22,305,179.102,14.366,11
85491441,3,3,ladder,11,structural,333,1,0,4,13,0,9,22,305,2.534,13.527,1
85491441,3,3,Frank Lloyd Wright windows,11,structural,331,0,0,4,13,0,9,22,305,14.15,13.527,2
85491441,3,3,robot head,11,objects,331,1,1,4,13,1,9,22,305,21.249,13.527,3
85491441,3,3,lumber,11,stacked,337,0,0,4,13,1,9,22,305,30.033,13.527,4
85491441,3,3,jail,7,structural,333,0,1,3,13,1,4,22,305,32.568,13.527,5
85491441,3,3,chicken coop,7,structural,331,0,0,3,13,0,4,22,305,40.301,13.527,6
85491441,3,3,barn siding,7,structural,331,0,1,3,13,1,4,22,305,81.456,13.527,7
86106228,3,1,road,7,perspective,133,1,1,3,4,1,4,5,306,45.365,11.771,1
86106228,3,1,arrow,7,symbol,135,0,0,3,4,1,4,5,306,,11.771,2
86106228,3,2,palette,7,above,232,0,0,3,4,0,4,5,306,61.99,2.323,1
86106228,3,2,game,7,above,232,1,0,3,4,0,4,5,306,,2.323,2
86106228,3,2,switch box,2,shape,234,0,1,2,4,1,2,5,306,,2.323,3
86106228,3,3,steps,2,structural,337,1,1,2,4,1,2,5,306,31.926,1.937,1
86106228,3,3,shelves,3,stacked,331,0,1,2,4,1,2,5,306,,1.937,2
86410298,3,1,right arrow,3,symbol,135,1,0,2,5,0,2,5,307,26.992,11.3,1
86410298,3,2,bubbles,3,shape,234,0,1,2,5,1,2,5,307,27.413,8.624,1
86410298,3,3,steps,2,structural,331,0,1,2,5,1,2,5,307,61.904,5.207,1
86410298,3,3,upward,2,composition,331,0,1,2,5,1,2,5,307,,5.207,2
86410298,3,3,grow,1,composition,336,1,1,1,5,1,1,5,307,,5.207,3
86410298,3,3,even down,1,composition,336,0,1,1,5,1,1,5,307,,5.207,4
86570425,3,1,duck bill,4,mouth,131,1,1,2,7,1,2,7,308,17.226,15.7,1
86570425,3,1,arrow,4,symbol,135,0,1,2,7,1,2,7,308,32.931,15.7,2
86570425,3,1,sewing pattern,4,impression,137,0,0,2,7,0,2,7,308,48.92,15.7,3
86570425,3,1,dot-to-dot,4,impression,137,0,0,2,7,0,2,7,308,62.724,15.7,4
86570425,3,2,bowling ball,4,holes,231,0,1,3,7,1,3,7,308,21.833,7.048,1
86570425,3,2,film reel,4,shape,234,1,1,3,7,1,3,7,308,39.831,7.048,2
86570425,3,2,circle template,4,shape,234,0,1,3,7,1,3,7,308,59.589,7.048,3
86570425,3,3,ladder,4,structural,332,1,0,3,7,0,3,7,308,3.639,7.349,1
86570425,3,3,bookcase,3,stacked,331,0,1,2,7,1,2,7,308,10.363,7.349,2
86570425,3,3,poker chips,3,stacked,333,1,1,2,7,1,2,7,308,34.437,7.349,3
86887158,2,1,box,3,container,122,0,0,2,2,0,2,2,309,,5.46,1
86887158,2,1,book,3,flat,121,0,1,2,2,1,2,2,309,,5.46,2
86887158,2,1,tv,3,technology,124,1,1,2,2,1,2,2,309,,5.46,3
87034126,3,1,right turn sign,3,symbol,135,1,0,2,8,0,2,8,310,49.063,28.883,1
87034126,3,1,converging paths,3,perspective,133,0,1,3,8,1,3,8,310,106.931,28.883,2
87034126,3,2,disc,3,shape,234,0,1,3,8,1,3,8,310,42.431,24.655,1
87034126,3,2,cartoon,3,face,233,1,1,3,8,1,3,8,310,73.456,24.655,2
87034126,3,3,wall,2,structural,332,0,1,2,8,1,2,8,310,19.999,20.956,1
87034126,3,3,bricks,2,stacked,331,0,1,2,8,1,2,8,310,31.125,20.956,2
87034126,3,3,ladder,2,structural,333,1,1,2,8,1,2,8,310,49.385,20.956,3
87034126,3,3,pillars,2,structural,331,0,1,2,8,1,2,8,310,75.939,20.956,4
87034126,3,3,sticks,5,composition,331,0,1,3,8,1,4,8,310,92.797,20.956,5
87310301,2,1,box,5,container,122,0,1,3,10,1,4,15,311,8.287,60.884,1
87310301,2,1,clock,5,technology,124,0,0,3,10,1,4,15,311,56.201,60.884,2
87310301,2,1,wall piece,5,flat,121,0,0,3,10,0,4,15,311,77.969,60.884,3
87310301,2,1,window,5,structural,123,0,1,3,10,1,4,15,311,96.737,60.884,4
87310301,2,1,pen stand,9,container,122,0,1,5,10,1,7,15,311,107.072,60.884,5
87310301,2,1,pillow,9,flat,121,0,1,5,10,1,7,15,311,130.072,60.884,6
87310301,2,1,tile,9,flat,121,0,1,5,10,1,7,15,311,159.599,60.884,7
87310301,2,1,tissue paper,9,flat,121,0,1,5,10,1,7,15,311,180.383,60.884,8
87310301,2,1,dice,9,game,126,1,0,5,10,1,7,15,311,188.279,60.884,9
87310301,2,2,bicycle,9,human,222,1,0,5,10,1,7,15,311,37.699,17.063,1
87310301,2,2,bus,9,transit,223,0,0,5,10,0,7,15,311,41.346,17.063,2
87310301,2,2,railway,9,transit,223,0,0,5,10,0,7,15,311,53.849,17.063,3
87310301,2,2,bullock cart,9,push/pull,224,0,1,5,10,1,7,15,311,72.545,17.063,4
87310301,2,2,airplane,7,transit,223,0,1,4,10,1,6,15,311,365.124,17.063,5
87310301,2,2,tricycle,7,human,222,0,1,4,10,1,6,15,311,403.659,17.063,6
87310301,2,2,truck,7,vehicle,221,0,0,4,10,0,6,15,311,418.291,17.063,7
87310301,2,3,steel,7,material,321,0,1,4,10,1,6,15,311,99.444,9.558,1
87310301,2,3,stone,7,material,321,1,0,4,10,1,6,15,311,105.129,9.558,2
87310301,2,3,diamond,7,material,321,0,0,4,10,1,6,15,311,121.144,9.558,3
87394932,3,1,arrow,7,symbol,135,1,1,4,8,1,6,11,312,4.067,16.235,1
87394932,3,1,beak,3,mouth,131,0,1,1,8,1,1,11,312,8.077,16.235,2
87394932,3,1,mountain,3,shape,140,0,0,1,8,0,1,11,312,13.383,16.235,3
87394932,3,1,pencil tip,3,point,136,0,0,1,8,0,1,11,312,17.878,16.235,4
87394932,3,1,alligator mouth,6,mouth,131,0,1,4,8,1,6,11,312,26.488,16.235,5
87394932,3,1,pie slice,6,shape,140,0,1,4,8,1,6,11,312,40.368,16.235,6
87394932,3,2,pizza,6,above,232,0,1,4,8,1,6,11,312,1.414,2.983,1
87394932,3,2,moon,6,celestial,236,1,1,4,8,1,6,11,312,3.984,2.983,2
87394932,3,2,cookie,6,above,232,0,0,4,8,1,6,11,312,6.556,2.983,3
87394932,3,2,bowling ball,6,holes,231,0,0,4,8,1,6,11,312,12.003,2.983,4
87394932,3,3,bar code,4,composition,331,1,1,3,8,1,4,11,312,2.916,2.549,1
87394932,3,3,crosswalk,4,above,336,0,1,3,8,1,4,11,312,12.518,2.549,2
87394932,3,3,jail,4,structural,332,1,0,3,8,1,4,11,312,19.742,2.549,3
87914639,1,1,ring,4,crafts,116,0,1,3,6,1,4,7,313,10.075,41.661,1
87914639,1,1,antenna,3,tool,113,0,1,3,6,1,3,7,313,15.843,41.661,2
87914639,1,1,bracelet,3,crafts,116,0,1,3,6,1,3,7,313,22.397,41.661,3
87914639,1,1,necklace,3,crafts,116,1,1,3,6,1,3,7,313,27.723,41.661,4
87914639,1,2,hat,4,craft,214,1,1,2,6,1,3,7,313,5.892,10.252,1
87914639,1,2,paper airplane,4,craft,214,0,1,2,6,1,3,7,313,50.729,10.252,2
87914639,1,3,clean grout,4,clean,312,0,0,2,6,1,3,7,313,13.22,7.675,1
88151255,3,1,greater than,4,symbol,135,0,0,2,3,0,3,3,314,8.137,14.794,1
88151255,3,1,wings,2,point,136,0,1,1,3,1,1,3,314,24.722,14.794,2
88151255,3,1,equal sign,2,symbol,135,1,0,1,3,0,1,3,314,52.122,14.794,3
